FRN,471 Application Number,Billed Entity Name,Applicant Type,Applicant Street Address 1,Applicant City,Applicant Zip Code,Fund Year,Cmtd Total Cost,FRN Committed Amount,Total Authorized Disbursement
1799011700,171006649,HOUSTON CHRISTIAN HIGH SCHOOL,School,2700 W Sam Houston Pkwy N,HOUSTON,	77043,2017,"$34,476.00","$13,790.40","$13,790.40"
1799013376,171007487,JUAN DIEGO ACADEMY,School,"PO BOX 3888, 5208 SOUTH FM 494",MISSION,	78573,2017,"$30,000.00","$12,000.00","$12,000.00"
1799014427,171008027,CROSSTIMBERS ACADEMY CHARTER SCHOOL,School,"242 HARMONY ROAD, PO BOX 1327",WEATHERFORD,	76087,2017,"$10,199.88","$7,139.91","$7,139.88"
1799019284,171010371,DUCHESNE ACADEMY OF THE SACRED HEART SCHOOL,School,10202 MEMORIAL DRIVE,HOUSTON,	77024,2017,"$21,333.00","$8,533.20","$5,504.64"
1799019626,171010533,CALVARY EPISCOPAL SCHOOL INC,School,1201 AUSTIN ST,RICHMOND,	77469,2017,"$3,020.16","$1,208.06","$1,138.68"
1799019647,171010533,CALVARY EPISCOPAL SCHOOL INC,School,1201 AUSTIN ST,RICHMOND,	77469,2017,"$6,081.36","$2,432.54","$2,432.54"
1799020765,171007364,BRAZOS RIVER CHARTER SCHOOL,School,PO BOX 949,NEMO,	76070,2017,"$16,200.00","$12,960.00","$12,960.00"
1799020789,171007364,BRAZOS RIVER CHARTER SCHOOL,School,PO BOX 949,NEMO,	76070,2017,$780.00,$624.00,
1799020799,171007364,BRAZOS RIVER CHARTER SCHOOL,School,PO BOX 949,NEMO,	76070,2017,"$1,379.88","$1,103.90","$1,103.90"
1799020806,171007364,BRAZOS RIVER CHARTER SCHOOL,School,PO BOX 949,NEMO,	76070,2017,$780.00,$624.00,$624.00
1799021206,171011281,ASCENSION ACADEMY,School,9301 ASCENSION PKWY,AMARILLO,	79119,2017,"$53,520.00","$26,760.00","$23,929.50"
1799021223,171011281,ASCENSION ACADEMY,School,9301 ASCENSION PKWY,AMARILLO,	79119,2017,"$3,000.00","$1,500.00","$1,500.00"
1799021230,171011281,ASCENSION ACADEMY,School,9301 ASCENSION PKWY,AMARILLO,	79119,2017,"$3,276.00","$1,638.00","$1,638.00"
1799022144,171011729,ALL SAINTS EPISCOPAL SCHOOL,School,2695 S SOUTHWEST LOOP 323,TYLER,	75701,2017,"$20,400.00","$8,160.00","$8,160.00"
1799023020,171012132,PRINCE OF PEACE CHRISTIAN SCHOOL,School,4000 MIDWAY RD,CARROLLTON,	75007,2017,"$28,200.00","$11,280.00","$11,280.00"
1799023247,171012244,TYLER STREET CHRISTIAN ACAD,School,915 W 9TH ST,DALLAS,	75208,2017,"$19,200.00","$11,520.00","$11,520.00"
1799023289,171012257,ACCELERATED INTERMEDIATE ACADEMY # 1 ELEMENTARY,School,12825 SUMMIT RIDGE DRIVE,HOUSTON,	77085,2017,"$1,020.00",$918.00,$918.00
1799024144,171012623,ST MATTHEW CATHOLIC SCHOOL,School,10703 WURZBACH RD,SAN ANTONIO,	78230,2017,"$7,581.36","$3,032.54","$3,032.54"
1799024154,171012626,ST ANTHONY CATHOLIC SCHOOL,School,205 W HUISACHE AVE,SAN ANTONIO,	78212,2017,"$1,147.56",$459.02,$82.41
1799024155,171012626,ST ANTHONY CATHOLIC SCHOOL,School,205 W HUISACHE AVE,SAN ANTONIO,	78212,2017,"$1,410.00",$564.00,$321.02
1799024324,171012698,TEXAS TORAH INSTITUTE,School,6506 FRANKFORD RD,DALLAS,	75252,2017,"$7,238.88","$6,514.99","$6,514.92"
1799025197,171001325,HOLY GHOST SCHOOL,School,6920 CHIMNEY ROCK RD,HOUSTON,	77081,2017,"$1,875.60","$1,688.04","$1,686.24"
1799025838,171013444,REICHER CATHOLIC HIGH SCHOOL,School,2102 N 23RD ST,WACO,	76708,2017,"$11,940.00","$4,776.00",
1799028422,171014846,THE BROOK HILL SCHOOL,School,1051 N HOUSTON ST,BULLARD,	75757,2017,"$30,780.00","$12,312.00","$12,312.00"
1799029099,171002550,SACRED HEART ELEMENTARY SCHOOL,School,313 S TEXANA ST,HALLETTSVILLE,	77964,2017,"$2,639.88","$1,319.94","$1,319.50"
1799029357,171015024,AMHERST SCHOOL,School,PO BOX 248,AMHERST,	79312,2017,"$25,500.00","$22,950.00","$16,442.10"
1799029439,171015024,AMHERST SCHOOL,School,PO BOX 248,AMHERST,	79312,2017,"$6,408.00","$5,767.20",
1799029617,171015499,ST JOSEPH'S ELEMENTARY SCHOOL,School,2901 E RANCIER AVE,KILLEEN,	76543,2017,"$2,159.88","$1,079.94",$413.44
1799030051,171015725,Emery – Weiner School,School,9825 STELLA LINK RD,HOUSTON,	77025,2017,"$16,297.92","$9,778.75","$9,047.28"
1799030052,171015725,Emery – Weiner School,School,9825 STELLA LINK RD,HOUSTON,	77025,2017,"$3,298.80","$1,979.28","$1,217.22"
1799030166,171015788,THE SHLENKER SCHOOL,School,5600 NORTH BRAESWOOD,HOUSTON,	77096,2017,"$14,209.68","$5,683.87","$5,583.87"
1799030762,171016063,UNIVERSAL ACADEMY,School,2616 NORTH MACARTHUR BLVD,IRVING,	75062,2017,"$54,000.00","$48,600.00","$47,641.83"
1799031211,171016315,UME PREPARATORY ACADEMY,School,3838 SPUR 408,DALLAS,	75236,2017,"$14,531.76","$8,719.06","$8,719.06"
1799031384,171016389,St. Philip's School & Community Center,School,1600 PENNSYLVANIA AVE,DALLAS,	75215,2017,"$11,940.00",$0.00,
1799031595,171016480,CENTRAL TEXAS CHRISTIAN SCHOOLS ,School,4141 W FM 93,TEMPLE,	76502,2017,"$14,937.00","$7,468.50","$7,224.96"
1799031743,171016557,EDUCATION CENTER INTERNATIONAL ACADEMY,School,302 N TOWN EAST BLVD,SUNNYVALE,	75182,2017,"$12,010.80","$7,206.48","$5,714.78"
1799031744,171016558,EDUCATION CENTER INTERNATIONAL ACADEMY,School,302 N TOWN EAST BLVD,SUNNYVALE,	75182,2017,$900.00,$540.00,$540.00
1799032901,171017071,San Francisco Nativity Academy,School,5808 RENWICK DR,HOUSTON,	77081,2017,"$1,258.80","$1,132.92",$799.80
1799034179,171017635,MCKINNEY CHRISTIAN ACADEMY,School,3601 Bois D'Arc Rd.,McKinney,	75071,2017,"$24,180.00","$9,672.00","$9,672.00"
1799035305,171011972,EDUCATION SERV CTR-REGION 7,School,1909 NORTH LONGVIEW ST.,KILGORE,	75662,2017,"$1,200.00",$960.00,$394.89
1799035312,171011972,EDUCATION SERV CTR-REGION 7,School,1909 NORTH LONGVIEW ST.,KILGORE,	75662,2017,"$55,200.00","$44,160.00","$38,488.93"
1799035741,171018212,"PRO-VISION EDUCATIONAL SERVICES, INC.",School,4590 WILMINGTON,HOUSTON,	77051,2017,"$16,297.92","$14,668.13",
1799036400,171018427,SCOFIELD CHRISTIAN SCHOOL,School,7730 ABRAMS RD,DALLAS,	75231,2017,"$4,920.00","$1,968.00","$1,725.36"
1799037154,171018696,ST RAPHAEL'S ELEMENTARY SCHOOL,School,2310 WOODSIDE DR,EL PASO,	79925,2017,"$11,400.00","$4,560.00","$4,560.00"
1799039955,171019816,ST MARY'S CATHOLIC SCHOOL,School,202 S ORANGE ST,FREDERICKSBURG,	78624,2017,"$4,019.88","$2,009.94","$2,009.88"
1799040355,171020038,REGENTS SCHOOL OF AUSTIN,School,3230 TRAVIS COUNTRY CIRCLE,AUSTIN,	78735,2017,"$12,239.88","$4,895.95","$4,895.88"
1799040368,171020038,REGENTS SCHOOL OF AUSTIN,School,3230 TRAVIS COUNTRY CIRCLE,AUSTIN,	78735,2017,"$1,199.88",$479.95,$0.00
1799041648,171020514,YESHIVA TORAT EMET - Sephardic Gan,School,11330 Braesridge Drive,HOUSTON,	77071,2017,"$1,560.00","$1,248.00","$1,248.00"
1799043515,171020616,BISHOP T K GORMAN SCHOOL,School,1405 E SOUTHEAST LOOP 323,TYLER,	75701,2017,"$12,090.48","$4,836.19","$4,590.00"
1799044025,171021545,CATHEDRAL HIGH SCHOOL,School,1309 N STANTON ST,EL PASO,	79902,2017,"$17,460.00","$8,730.00","$8,730.00"
1799045115,171021927,NOTRE DAME SCHOOL,School,907 MAIN ST,KERRVILLE,	78028,2017,"$2,471.40","$1,235.70","$1,235.70"
1799045131,171021935,ST MARK LUTHERAN SCHOOL,School,1515 HILLENDAHL BLVD,HOUSTON,	77055,2017,"$21,860.52","$4,372.10","$4,372.10"
1799045142,171021939,TRINITY SCHOOL OF MIDLAND,School,3500 W WADLEY AVE,MIDLAND,	79707,2017,"$30,000.00","$12,000.00","$12,000.00"
1799045699,171022125,ST LEO THE GREAT CATHOLIC SCHOOL,School,119 OCTAVIA PL,SAN ANTONIO,	78214,2017,"$7,529.76","$6,023.81","$5,997.41"
1799045701,171022125,ST LEO THE GREAT CATHOLIC SCHOOL,School,119 OCTAVIA PL,SAN ANTONIO,	78214,2017,"$1,516.56","$1,213.25",
1799045793,171022147,ST PETER PRINCE OF APOSTLES SCHOOL,School,112 MARCIA PL,SAN ANTONIO,	78209,2017,"$6,750.60","$2,700.24","$2,700.24"
1799045795,171022147,ST PETER PRINCE OF APOSTLES SCHOOL,School,112 MARCIA PL,SAN ANTONIO,	78209,2017,"$8,315.64","$3,326.26","$2,229.25"
1799045801,171022147,ST PETER PRINCE OF APOSTLES SCHOOL,School,112 MARCIA PL,SAN ANTONIO,	78209,2017,"$1,018.20",$407.28,$288.15
1799046002,171022210,ST MARY'S-TEMPLE,School,1019 S 7TH ST,TEMPLE,	76504,2017,"$4,545.48","$1,818.19",$728.63
1799046243,171022319,COMPASS ACADEMY CHARTER SCHOOL,School,1111 PAGEWOOD,ODESA,	79761,2017,"$68,768.04","$34,384.02","$34,384.02"
1799046413,171022392,CITYSCAPE SCHOOLS,School,6211 E. Grand Blvd,DALLAS,	75223,2017,"$20,400.00","$18,360.00","$18,360.00"
1799047170,171020514,YESHIVA TORAT EMET - Sephardic Gan,School,11330 Braesridge Drive,HOUSTON,	77071,2017,"$1,560.00","$1,248.00","$1,248.00"
1799047553,171022871,ST AMBROSE SCHOOL,School,4213 MANGUM RD,HOUSTON,	77092,2017,"$2,290.20",$916.08,$916.08
1799047595,171022879,EHRHART SCHOOL,School,3380 FANNIN,BEAUMONT,	77701,2017,"$37,320.00","$33,588.00","$33,588.00"
1799047599,171022879,EHRHART SCHOOL,School,3380 FANNIN,BEAUMONT,	77701,2017,"$9,331.20","$8,398.08","$8,398.08"
1799048789,171018228,EDUCATION SERV CTR-REGION 18,School,2811 LA FORCE BLVD,MIDLAND,	79706,2017,"$318,646.08","$254,916.86","$254,916.86"
1799048792,171018228,EDUCATION SERV CTR-REGION 18,School,2811 LA FORCE BLVD,MIDLAND,	79706,2017,"$253,200.00","$202,560.00","$202,560.00"
1799048795,171018228,EDUCATION SERV CTR-REGION 18,School,2811 LA FORCE BLVD,MIDLAND,	79706,2017,"$72,000.00","$57,600.00","$53,974.21"
1799048799,171018228,EDUCATION SERV CTR-REGION 18,School,2811 LA FORCE BLVD,MIDLAND,	79706,2017,"$152,220.00","$121,776.00","$121,776.00"
1799048802,171018228,EDUCATION SERV CTR-REGION 18,School,2811 LA FORCE BLVD,MIDLAND,	79706,2017,"$17,776.80","$14,221.44","$14,221.44"
1799048811,171018228,EDUCATION SERV CTR-REGION 18,School,2811 LA FORCE BLVD,MIDLAND,	79706,2017,"$32,588.88","$26,071.10","$26,071.08"
1799048814,171018228,EDUCATION SERV CTR-REGION 18,School,2811 LA FORCE BLVD,MIDLAND,	79706,2017,"$55,680.00","$44,544.00","$44,544.00"
1799048822,171018228,EDUCATION SERV CTR-REGION 18,School,2811 LA FORCE BLVD,MIDLAND,	79706,2017,"$38,496.00","$30,796.80","$27,622.44"
1799048880,171023418,ST ANNE SCHOOL-HOUSTON,School,2120 WESTHEIMER RD,HOUSTON,	77098,2017,"$16,154.28","$6,461.71","$6,461.71"
1799049813,171023742,TMI - THE EPISCOPAL SCHOOL OF TEXAS,School,20955 W TEJAS TRL,SAN ANTONIO,	78257,2017,"$29,554.32","$11,821.73","$9,645.55"
1799049815,171023742,TMI - THE EPISCOPAL SCHOOL OF TEXAS,School,20955 W TEJAS TRL,SAN ANTONIO,	78257,2017,"$10,834.32","$4,333.73",
1799049818,171023742,TMI - THE EPISCOPAL SCHOOL OF TEXAS,School,20955 W TEJAS TRL,SAN ANTONIO,	78257,2017,"$22,869.36","$9,147.74","$8,400.14"
1799050166,171023910,TORAH SCHOOL OF DALLAS,School,6921 FRNAKFORD RD,DALLAS,	75252,2017,"$21,600.00",$0.00,
1799050191,171023937,TORAH SCHOOL OF DALLAS,School,6921 FRNAKFORD RD,DALLAS,	75252,2017,"$23,940.00",$0.00,
1799050206,171023937,TORAH SCHOOL OF DALLAS,School,6921 FRNAKFORD RD,DALLAS,	75252,2017,"$75,000.00",$0.00,
1799051668,171024519,MID CITIES LEARNING CTR,School,12500 S PIPELINE RD,EULESS,	76040,2017,"$3,000.00","$1,200.00",
1799053444,171025223,ALL SAINTS CATHOLIC SCHOOL,School,7777 OSAGE PLAZA PARKWAY,DALLAS,	75252,2017,"$10,966.00","$4,386.40","$4,386.40"
1799053470,171023717,ST ANNE CATHOLIC ELEM SCHOOL-TOMBALL,School,1111 S CHERRY ST,TOMBALL,	77375,2017,"$6,698.64","$2,679.46","$2,647.41"
1799053814,171025417,BAIS MENACHEM,School,2127 PARMER LN,AUSTIN,	78731,2017,"$68,040.00",$0.00,
1799053826,171025417,BAIS MENACHEM,School,2127 PARMER LN,AUSTIN,	78731,2017,"$1,800.00",$0.00,
1799053831,171025417,BAIS MENACHEM,School,2127 PARMER LN,AUSTIN,	78731,2017,"$1,800.00",$0.00,
1799054001,171025333,ST AUGUSTINE CATHOLIC SCHOOL,School,5500 LAUREL CREEK WAY,HOUSTON,	77017,2017,"$4,466.52","$4,019.87","$3,994.56"
1799054158,171025548,ST CECILIA SCHOOL,School,11740 JOAN OF ARC DR,HOUSTON,	77024,2017,"$8,415.72",$0.00,
1799054338,171025592,ST CHRISTOPHER SCHOOL,School,8134 PARK PLACE BLVD,HOUSTON,	77017,2017,"$2,619.84","$2,357.86","$1,388.06"
1799054381,171025630,ST CLAIRE OF ASSISI,School,3131 EL DORADO BLVD,HOUSTON,	77059,2017,"$3,915.96","$1,566.38","$1,566.38"
1799054729,171025753,ST EDWARD SCHOOL,School,2601 SPRING STUEBNER RD,SPRING,	77389,2017,"$3,095.16","$1,547.58","$1,547.58"
1799054731,171025754,ST ELIZABETH ANN SETON SCHOOL,School,6646 ADDICKS SATSUMA RD,HOUSTON,	77084,2017,"$2,322.57",$929.03,$929.03
1799054732,171025756,ST FRANCIS DE SALES SCHOOL,School,8100 ROOS RD,HOUSTON,	77036,2017,"$1,559.28",$779.64,$779.64
1799054733,171025756,ST FRANCIS DE SALES SCHOOL,School,8100 ROOS RD,HOUSTON,	77036,2017,"$2,964.00","$1,482.00","$1,482.00"
1799054736,171025757,ST FRANCIS OF ASSISI SCHOOL,School,5100 DABNEY ST,HOUSTON,	77026,2017,"$1,872.84","$1,498.27",$878.34
1799054739,171025758,ST HELEN SCHOOL,School,2213 OLD ALVIN RD,PEARLAND,	77581,2017,$887.76,$355.10,$355.10
1799054741,171025759,ST JOSEPH ELEMENTARY SCHOOL,School,1811 CAROLINA ST,BAYTOWN,	77520,2017,"$1,214.52",$971.62,$971.62
1799055001,171025883,OUR LADY OF THE VALLEY SCHOOL,School,8600 WINCHESTER RD,EL PASO,	79907,2017,"$2,879.88","$2,303.90","$2,303.88"
1799055503,171026099,ST MARY'S CATHEDRAL SCHOOL,School,910 SAN JACINTO BLVD,AUSTIN,	78701,2017,"$2,729.76","$1,637.86","$1,587.76"
1799056043,171026329,ST CATHERINE MONTESSORI SCHOOL,School,2510 WESTRIDGE ST,HOUSTON,	77054,2017,"$9,754.32","$3,901.73","$3,751.75"
1799056180,171026416,NOTRE DAME OF DALLAS SCHOOL,School,2018 ALLEN ST,DALLAS,	75204,2017,"$2,487.72","$1,492.63","$1,492.63"
1799056285,171026466,IMAGINE INTERNATIONAL ACADEMY OF NORTH TEXAS,School,2860 VIRGINIA PARKWAY,MCKINNEY,	75071,2017,"$12,468.00","$4,987.20","$4,987.20"
1799056286,171026467,ST LAURENCE ELEMENTARY SCHOOL,School,2630 AUSTIN PKWY,SUGAR LAND,	77479,2017,"$2,698.80","$1,079.52",$96.44
1799056312,171026479,MOUNT ST. MICHAEL CATHOLIC SCHOOL,School,4500 WEST DAVIS STREET,DALLAS,	75211,2017,"$2,999.88","$1,499.94","$1,499.94"
1799056315,171026467,ST LAURENCE ELEMENTARY SCHOOL,School,2630 AUSTIN PKWY,SUGAR LAND,	77479,2017,"$13,800.00","$5,520.00","$5,520.00"
1799056401,171026499,CHRIST THE KING SCHOOL,School,4100 COLGATE AVE,DALLAS,	75225,2017,"$10,656.00","$4,262.40",
1799056407,171026515,ST ANTHONY OF PADUA SCHOOL,School,7901 BAY BRANCH DR,THE WOODLANDS,	77382,2017,"$67,346.88","$26,938.75","$26,938.75"
1799056730,171026629,ST MARTHA'S SCHOOL,School,2411 OAK SHORES DR,KINGWOOD,	77339,2017,"$3,180.36","$1,272.14",$839.76
1799056749,171026635,ST MARY SCHOOL,School,1612 E WALKER ST,LEAGUE CITY,	77573,2017,"$2,921.40","$1,168.56","$1,168.56"
1799056753,171026638,ST MARY MAGDALENE SCHOOL,School,530 FERGUSON ST,HUMBLE,	77338,2017,"$3,244.44","$1,297.78","$1,297.78"
1799056762,171026642,ST MICHAEL SCHOOL,School,1833 SAGE RD,HOUSTON,	77056,2017,"$2,719.68","$1,087.87","$1,087.87"
1799056764,171026642,ST MICHAEL SCHOOL,School,1833 SAGE RD,HOUSTON,	77056,2017,"$4,158.00","$1,663.20","$1,663.20"
1799056773,171026647,ST PETER THE APOSTLE SCHOOL,School,6220 LA SALETTE ST,HOUSTON,	77021,2017,"$3,317.04","$2,653.63","$2,564.06"
1799056794,171026654,ST PIUS V SCHOOL,School,812 MAIN ST,PASADENA,	77506,2017,"$3,578.64","$2,862.91","$2,862.91"
1799056808,171026660,ST PIUS X HIGH SCHOOL,School,811 W DONOVAN ST,HOUSTON,	77091,2017,"$46,854.24","$23,427.12","$22,318.00"
1799056813,171026666,ST THERESA ELEMENTARY SCHOOL,School,6622 HASKELL ST,HOUSTON,	77007,2017,"$3,846.60","$1,538.64","$1,538.64"
1799056824,171026670,ST. THERESA ACADEMY,School,115 7TH ST,SUGAR LAND,	77498,2017,"$3,846.60","$1,923.30","$1,923.30"
1799056830,171026673,ST VINCENT DE PAUL SCHOOL,School,6802 BUFFALO SPEEDWAY,HOUSTON,	77025,2017,"$1,632.00",$326.40,$326.40
1799056831,171026673,ST VINCENT DE PAUL SCHOOL,School,6802 BUFFALO SPEEDWAY,HOUSTON,	77025,2017,"$3,300.00",$660.00,
1799056832,171026673,ST VINCENT DE PAUL SCHOOL,School,6802 BUFFALO SPEEDWAY,HOUSTON,	77025,2017,"$4,641.84",$928.36,$928.36
1799056833,171026673,ST VINCENT DE PAUL SCHOOL,School,6802 BUFFALO SPEEDWAY,HOUSTON,	77025,2017,"$1,775.28",$355.05,$355.05
