county,20141,20142,20133,20134,total,county_name
235,5805,5046,5211,8105,72501,Irion
237,4493,4551,4104,4473,52863,Jack
239,3571,3519,3620,3807,43551,Jackson
241,3519,3358,3270,3354,40503,Jasper
243,2985,3147,3122,3190,37332,Jeff Davis
245,4716,4637,4371,4749,55419,Jefferson
247,2680,2714,2492,2650,31608,Jim Hogg
249,4639,4742,4452,4589,55266,Jim Wells
251,3557,3643,3593,3715,43524,Johnson
253,2952,3101,2932,3242,36681,Jones
255,4159,4086,3754,4365,49092,Karnes
257,3281,3261,3277,3463,39846,Kaufman
259,4082,4097,3999,4271,49347,Kendall
261,5290,5761,5081,5678,65430,Kenedy
263,2716,2864,2579,2948,33321,Kent
265,3022,3179,3116,3230,37641,Kerr
267,2288,2380,2386,2542,28788,Kimble
269,4144,4914,4452,5737,57741,King
271,2513,2789,2535,3015,32556,Kinney
273,3086,3054,2937,3231,36924,Kleberg
275,3435,3268,3243,3436,40146,Knox
277,3497,3455,3377,3609,41814,Lamar
279,2925,2966,2990,3334,36645,Lamb
281,2864,2842,2763,2904,34119,Lampasas
283,4820,5377,4750,6097,63132,La Salle
285,3188,3293,3197,3676,40062,Lavaca
287,3963,4250,4009,4582,50412,Lee
289,3896,4050,3839,4112,47691,Leon
291,3821,3673,3617,3933,45132,Liberty
293,3112,3127,2927,3005,36513,Limestone
295,3304,3511,3466,4937,45654,Lipscomb
297,4732,4355,4206,4687,53940,Live Oak
299,2796,2797,2861,2829,33849,Llano
301,4489,6273,3377,3802,53823,Loving
303,3426,3375,3415,3610,41478,Lubbock
305,2954,3023,2858,3298,36399,Lynn
307,5241,4658,4542,4612,57159,McCulloch
309,3506,3555,3462,3706,42687,McLennan
311,5486,5429,4724,5648,63861,McMullen
313,3209,3321,3091,3266,38661,Madison
315,2591,2474,2588,2599,30756,Marion
317,4058,4250,3956,4837,51303,Martin
319,2559,2694,2540,3049,32526,Mason
321,4789,4293,3963,4328,52119,Matagorda
323,2401,2394,2374,2494,28989,Maverick
325,2960,3017,2959,3106,36126,Medina
327,2248,2361,2246,2421,27828,Menard
329,6284,6114,5619,6162,72537,Midland
331,3726,3533,3487,3595,43023,Milam
333,2463,2635,2577,2714,31167,Mills
335,3644,3631,3616,3620,43533,Mitchell
337,3386,3605,3541,3690,42666,Montague
339,4740,4522,4287,4724,54819,Montgomery
341,5028,4029,4123,4712,53676,Moore
343,4008,4262,4126,4477,50619,Morris
345,2398,2365,2272,2458,28479,Motley
347,3178,3117,3023,3227,37635,Nacogdoches
349,3104,3043,2988,3135,36810,Navarro
351,2531,2610,2618,2540,30897,Newton
353,3387,3391,3278,3525,40743,Nolan
355,3875,3843,3732,4008,46374,Nueces
357,6087,5675,5152,6482,70188,Ochiltree
359,3309,3379,3916,3319,41769,Oldham
361,4513,4286,4338,4257,52182,Orange
363,3251,3396,3248,3444,40017,Palo Pinto
365,4430,4365,4143,4342,51840,Panola
367,3779,3776,3687,3915,45471,Parker
369,3039,3292,3308,3230,38607,Parmer
371,4119,3869,3768,3958,47142,Pecos
373,3155,3191,3080,3342,38304,Polk
375,3701,3597,3666,3911,44625,Potter
377,2484,2557,2694,2767,31506,Presidio
379,2589,2714,2596,2761,31980,Rains
381,3279,3187,3152,3425,39129,Randall
383,4761,5106,4746,5215,59484,Reagan
385,2138,2276,2136,2285,26505,Real
387,2505,2566,2495,2662,30684,Red River
389,3448,3612,3367,3451,41634,Reeves
391,3712,3866,3581,4280,46317,Refugio
393,3277,3065,3142,3246,38190,Roberts
395,3423,3389,3253,3709,41322,Robertson
397,3382,3440,3340,3611,41319,Rockwall
399,2857,2974,2782,3025,34914,Runnels
401,3976,3813,3732,3856,46131,Rusk
403,2873,2920,2807,2887,34461,Sabine
405,2742,2750,2785,2858,33405,San Augustine
407,2797,2998,2850,2890,34605,San Jacinto
409,4100,3952,3935,4072,48177,San Patricio
411,2400,2464,2328,2706,29694,San Saba
413,3890,4116,3891,4308,48615,Schleicher
415,5048,5535,4495,5550,61884,Scurry
417,5107,4685,5716,4643,60453,Shackelford
419,2880,2971,2797,2948,34788,Shelby
421,3177,3289,3225,3773,40392,Sherman
423,3755,3799,3752,4078,46152,Smith
425,6205,5192,4842,5049,63864,Somervell
427,2121,2192,2173,2251,26211,Starr
429,3349,3330,3209,4150,42114,Stephens
431,4070,3855,3803,3888,46848,Sterling
433,3601,3130,3337,3881,41847,Stonewall
435,6648,5620,5081,5571,68760,Sutton
437,2806,2864,2754,3063,34461,Swisher
439,4681,4400,4226,4585,53676,Tarrant
441,3333,3349,3329,3523,40602,Taylor
443,4566,3332,3212,3182,42876,Terrell
445,3419,3489,3365,3692,41895,Terry
447,2641,2535,2485,2744,31215,Throckmorton
449,3034,3088,2946,3050,36354,Titus
451,3479,3462,3413,3500,41562,Tom Green
453,4992,4911,4781,5140,59472,Travis
455,2706,2846,2655,2833,33120,Trinity
457,3114,3057,2982,3131,36852,Tyler
459,3184,3188,3114,3326,38436,Upshur
461,5809,5069,4591,5343,62436,Upton
463,2691,2783,2680,2844,32994,Uvalde
465,2742,2631,2556,2713,31926,Val Verde
467,2846,2939,2923,3037,35235,Van Zandt
469,3958,3966,3888,4374,48558,Victoria
471,3272,3346,3128,3344,39270,Walker
473,3817,3985,3781,4220,47409,Waller
475,5593,5149,5012,5300,63162,Ward
477,3290,3298,3171,3528,39861,Washington
479,2720,2794,2707,2924,33435,Webb
481,3293,3237,3240,3335,39315,Wharton
483,3220,3184,3138,3382,38772,Wheeler
485,3371,3360,3431,3651,41439,Wichita
487,3120,2975,2841,3061,35991,Wilbarger
489,2655,2756,2662,2843,32748,Willacy
491,5038,4192,4355,4527,54336,Williamson
493,2904,3031,2986,3159,36240,Wilson
495,5328,5099,5099,5249,62325,Winkler
497,4196,4119,4099,4284,50094,Wise
499,2907,2938,2897,3165,35721,Wood
501,5514,5164,4919,5362,62877,Yoakum
503,3835,3799,3509,3882,45075,Young
505,4396,4332,4707,4628,54189,Zapata
507,2299,2651,2380,2502,29496,Zavala
