county,20161,20162,20153,20154,total,county_name
357,5257,4672,4885,5707,61563,Ochiltree
359,3148,3300,3604,4111,42489,Oldham
361,4302,4534,4296,4664,53388,Orange
363,3103,3205,3301,3630,39717,Palo Pinto
365,3932,3853,4065,4363,48639,Panola
367,3532,3633,3842,4103,45330,Parker
369,2991,3348,3591,3666,40788,Parmer
371,3884,3822,3911,4066,47049,Pecos
373,3178,3337,3198,3560,39819,Polk
375,3456,3530,3591,3941,43554,Potter
377,2518,2671,2508,2771,31404,Presidio
379,2548,2677,2637,2825,32061,Rains
381,3292,3392,3344,3727,41265,Randall
383,4171,4254,4538,4846,53427,Reagan
385,2193,2338,2236,2511,27834,Real
387,2728,2664,2754,2906,33156,Red River
389,3642,3604,3852,4254,46056,Reeves
391,3532,3443,3789,3989,44259,Refugio
393,3663,3548,3924,3935,45210,Roberts
395,3376,3362,3330,3885,41859,Robertson
397,3560,3621,3641,3966,44364,Rockwall
399,2900,2813,2947,3131,35373,Runnels
401,3814,3583,3745,4141,45849,Rusk
403,2894,3032,3029,3178,36399,Sabine
405,2813,3059,2945,3281,36294,San Augustine
407,2876,3097,3032,3233,36714,San Jacinto
409,3819,3838,4012,4203,47616,San Patricio
411,2531,2570,2493,2821,31245,San Saba
413,3370,3390,3707,3864,42993,Schleicher
415,4127,4221,4453,4422,51669,Scurry
417,3427,3589,4508,4192,47148,Shackelford
419,2697,2790,3036,3136,34977,Shelby
421,3218,3248,3298,3860,40872,Sherman
423,3750,3944,3873,4264,47493,Smith
425,5840,5350,4920,5779,65667,Somervell
427,2189,2320,2266,2403,27534,Starr
429,3140,3349,3368,3772,40887,Stephens
431,4728,3969,4006,4028,50193,Sterling
433,2985,3212,3245,3470,38736,Stonewall
435,4590,4425,4975,5013,57009,Sutton
437,2923,3042,2963,3456,37152,Swisher
439,4612,4509,4427,4986,55602,Tarrant
441,3345,3435,3509,3821,42330,Taylor
443,4006,3891,3958,4286,48423,Terrell
445,3323,3412,3433,3691,41577,Terry
447,2456,2321,2617,2645,30117,Throckmorton
449,3143,3160,3151,3932,40158,Titus
451,3475,3491,3590,3855,43233,Tom Green
453,5293,5216,5117,5677,63909,Travis
455,2777,2983,2890,3095,35235,Trinity
457,3163,3166,3121,3287,38211,Tyler
459,3102,3215,3301,3608,39678,Upshur
461,5532,4789,5120,5325,62298,Upton
463,2819,2860,2885,2986,34650,Uvalde
465,2687,2770,2739,3053,33747,Val Verde
467,2873,3051,3037,3295,36768,Van Zandt
469,3742,3814,3914,4180,46950,Victoria
471,3482,3463,3357,3698,42000,Walker
473,4036,3958,3940,4482,49248,Waller
475,4742,4468,4867,5100,57531,Ward
477,3282,3294,3280,3619,40425,Washington
479,2705,2849,2828,3084,34398,Webb
481,3128,3200,3322,3457,39321,Wharton
483,2949,2995,3032,3235,36633,Wheeler
485,3382,3438,3361,3697,41634,Wichita
487,3072,3026,2996,3278,37116,Wilbarger
489,2738,3794,2813,3035,37140,Willacy
491,4762,4557,4555,4828,56106,Williamson
493,3123,3214,3349,3503,39567,Wilson
495,4948,4817,4985,5286,60108,Winkler
497,3855,3937,4187,4383,49086,Wise
499,3038,3110,3030,3424,37806,Wood
501,4580,4490,4889,5066,57075,Yoakum
503,3481,3456,3522,3692,42453,Young
505,3567,3533,4001,4033,45402,Zapata
507,2634,2834,2693,2881,33126,Zavala
