county,20131,20132,20123,20124,total,county_name
125,2598,2522,2639,2811,31710,Dickens
127,3808,3907,3807,3941,46389,Dimmit
129,2301,3429,2325,2416,31413,Donley
131,3542,3785,3498,3870,44085,Duval
133,3528,3580,3642,3526,42828,Eastland
135,4686,4768,4517,5169,57420,Ector
137,2363,2365,2299,2646,29019,Edwards
139,3432,3388,3354,3796,41910,Ellis
141,3015,2955,2922,3123,36045,El Paso
143,2698,2779,2726,2936,33417,Erath
145,2900,2909,2787,3021,34851,Falls
147,2887,2943,2953,3053,35508,Fannin
149,3495,3417,3435,3815,42486,Fayette
151,2748,2947,2834,2995,34572,Fisher
153,2723,2893,2913,3343,35616,Floyd
155,1975,2128,1947,2225,24825,Foard
157,4807,4405,4291,4728,54693,Fort Bend
159,2568,2601,2506,2637,30936,Franklin
161,3925,3904,3664,4087,46740,Freestone
163,3673,3791,3721,3840,45075,Frio
165,4510,4141,4182,4856,53067,Gaines
167,4042,3871,3746,4192,47553,Galveston
169,3134,3100,3179,3154,37701,Garza
171,2812,2868,2861,3045,34758,Gillespie
173,3153,3090,2884,3587,38142,Glasscock
175,8406,4835,4338,5100,68037,Goliad
177,3015,3053,2951,3174,36579,Gonzales
179,4239,4092,3964,4358,49959,Gray
181,3491,3355,3357,3610,41439,Grayson
183,4081,4051,3933,4328,49179,Gregg
185,4120,3868,3964,4355,48921,Grimes
187,3292,3366,3310,3597,40695,Guadalupe
189,2909,2810,2762,2943,34272,Hale
191,2595,2826,2718,2899,33114,Hall
193,2716,2880,2736,2962,33882,Hamilton
195,4581,4119,3855,4227,50346,Hansford
197,2734,2871,2703,3057,34095,Hardeman
199,3428,3449,3249,3518,40932,Hardin
201,5992,5397,5202,5945,67608,Harris
203,4067,4101,3907,4528,49809,Harrison
205,3170,3388,3112,3636,39918,Hartley
207,2464,2580,2475,2559,30234,Haskell
209,3085,3156,3118,3267,37878,Hays
211,6309,5407,5233,7654,73809,Hemphill
213,3011,2988,2855,3117,35913,Henderson
215,2629,2709,2619,2819,32328,Hidalgo
217,3340,3332,3292,3489,40359,Hill
219,4072,4134,3929,4302,49311,Hockley
221,3664,3793,3590,3911,44874,Hood
223,3571,3235,3140,3393,40017,Hopkins
225,4365,4171,4007,4310,50559,Houston
227,3748,3843,3738,4002,45993,Howard
229,2411,2656,2630,2680,31131,Hudspeth
231,4026,3964,3840,4224,48162,Hunt
233,6030,4983,4733,5568,63942,Hutchinson
235,5149,4632,4668,5306,59265,Irion
237,3890,3976,4047,4230,48429,Jack
239,3465,3474,3377,3726,42126,Jackson
241,3365,3161,3209,3456,39573,Jasper
243,2993,3042,2964,2973,35916,Jeff Davis
245,4590,4411,4296,4694,53973,Jefferson
247,2411,2420,2367,2617,29445,Jim Hogg
249,4207,4360,4260,4581,52224,Jim Wells
251,3488,3525,3543,3683,42717,Johnson
253,2753,2875,2718,3048,34182,Jones
255,3287,3395,3239,3657,40734,Karnes
257,3260,3242,3194,3541,39711,Kaufman
259,3849,3903,3802,4393,47841,Kendall
261,4970,5219,4721,5179,60267,Kenedy
263,2505,2415,2449,2884,30759,Kent
265,2988,3115,3035,3243,37143,Kerr
267,2307,2383,2282,2551,28569,Kimble
269,4374,4603,4088,4628,53079,King
271,2486,2691,2672,2824,32019,Kinney
273,2989,3020,2893,2992,35682,Kleberg
275,3156,3015,3127,3345,37929,Knox
277,3361,3291,3329,3483,40392,Lamar
279,2809,2927,2755,3084,34725,Lamb
281,2765,2807,2713,2882,33501,Lampasas
283,4798,5660,4331,5812,61803,La Salle
285,3069,3156,3404,3802,40293,Lavaca
287,3908,3772,4160,4608,49344,Lee
289,3863,3956,3736,4141,47088,Leon
291,3701,3537,3521,3811,43710,Liberty
293,3039,2955,3065,3076,36405,Limestone
295,3039,3536,3428,4715,44154,Lipscomb
297,4588,4087,4227,4452,52062,Live Oak
299,2691,2757,2674,2922,33132,Llano
301,4656,4904,3444,3336,49020,Loving
303,3291,3280,3286,3578,40305,Lubbock
305,2781,2839,2732,3144,34488,Lynn
307,4822,4595,4123,4291,53493,McCulloch
309,3438,3469,3352,3720,41937,McLennan
311,6233,4699,4237,5354,61569,McMullen
313,2968,2954,2872,3039,35499,Madison
315,2400,2408,2310,2295,28239,Marion
317,3711,3867,3624,4430,46896,Martin
319,2482,2618,2442,2760,30906,Mason
321,4768,3983,3911,4363,51075,Matagorda
323,2367,2319,2332,2445,28389,Maverick
325,2814,2817,2855,2967,34359,Medina
327,2198,2293,2178,2378,27141,Menard
329,5731,5534,5288,6038,67773,Midland
331,3557,3541,3340,3745,42549,Milam
333,2381,2498,2504,2671,30162,Mills
335,3457,3432,3853,3620,43086,Mitchell
337,3130,3319,3485,3371,39915,Montague
339,4599,4322,4091,4696,53124,Montgomery
341,4686,4000,4011,4392,51267,Moore
343,4059,3974,4093,4299,49275,Morris
345,2293,2357,2144,2395,27567,Motley
347,3066,3017,3000,3190,36819,Nacogdoches
349,2875,3033,2931,3069,35724,Navarro
351,2478,2577,2535,2590,30540,Newton
353,3158,3268,3129,3403,38874,Nolan
355,3741,3706,3630,4008,45255,Nueces
357,5303,5158,5110,5964,64605,Ochiltree
359,3318,3217,4003,3483,42063,Oldham
361,4378,4119,4072,4288,50571,Orange
363,3130,3243,3167,3553,39279,Palo Pinto
365,4042,4001,4192,4269,49512,Panola
367,3593,3598,3611,3821,43869,Parker
369,3179,3226,2937,2849,36573,Parmer
371,3947,3665,3794,3897,45909,Pecos
373,3115,3059,2989,3287,37350,Polk
375,3612,3597,3597,3873,44037,Potter
377,2706,2837,2633,2749,32775,Presidio
379,2523,2581,2608,2736,31344,Rains
381,3116,3145,3051,3447,38277,Randall
383,4553,5048,4803,5242,58938,Reagan
385,2165,2181,2055,2205,25818,Real
387,2458,2515,2451,2603,30081,Red River
389,3150,3184,3139,3368,38523,Reeves
391,3537,3670,3967,4654,47484,Refugio
393,3032,3026,2982,3045,36255,Roberts
395,3241,3442,3152,3478,39939,Robertson
397,3254,3295,3326,3605,40440,Rockwall
399,2684,2756,2673,2900,33039,Runnels
401,3762,3700,3714,3976,45456,Rusk
403,2961,2902,3098,3132,36279,Sabine
405,2657,2614,2673,2719,31989,San Augustine
407,2822,3047,2982,3211,36186,San Jacinto
409,3879,3904,3772,3938,46479,San Patricio
411,2304,2359,2373,2441,28431,San Saba
413,3635,3988,3704,4081,46224,Schleicher
415,4743,4945,4312,4785,56355,Scurry
417,4524,4635,5090,4640,56667,Shackelford
419,2618,2598,2618,3312,33438,Shelby
421,3207,3037,3108,3705,39171,Sherman
423,3611,3719,3637,4131,45294,Smith
425,5283,5082,4929,5944,63714,Somervell
427,2054,2148,2083,2165,25350,Starr
429,3138,3135,3174,3439,38658,Stephens
431,3918,3646,3460,3689,44139,Sterling
433,3366,3205,3194,3335,39300,Stonewall
435,6001,5139,4960,5372,64416,Sutton
437,2727,2761,2663,3067,33654,Swisher
439,4398,4182,4163,4508,51753,Tarrant
441,3187,3210,3211,3436,39132,Taylor
443,3406,3594,3024,3835,41577,Terrell
445,3235,3384,3234,3659,40536,Terry
447,2459,2493,2337,2620,29727,Throckmorton
449,2919,2935,2967,3220,36123,Titus
451,3355,3335,3267,3512,40407,Tom Green
453,4817,4684,4616,5075,57576,Travis
455,2620,2697,2608,2806,32193,Trinity
457,2940,2925,2873,3013,35253,Tyler
459,3059,3059,3081,3314,37539,Upshur
461,5220,4476,4143,4811,55950,Upton
463,2618,2726,2578,2808,32190,Uvalde
465,2612,2576,2541,2930,31977,Val Verde
467,2778,2837,2825,3019,34377,Van Zandt
469,3944,3831,3672,4130,46731,Victoria
471,3160,3180,3059,3244,37929,Walker
473,3733,4021,3711,4242,47121,Waller
475,5071,4917,4697,5204,59667,Ward
477,3091,3140,3039,3449,38157,Washington
479,2689,2741,2755,2934,33357,Webb
481,3116,3093,3073,3443,38175,Wharton
483,3025,3147,3296,3405,38619,Wheeler
485,3309,3322,3202,3625,40374,Wichita
487,2946,2853,2792,3031,34866,Wilbarger
489,2625,2641,2721,2756,32229,Willacy
491,4844,4236,4282,4317,53037,Williamson
493,2746,2876,2843,3026,34473,Wilson
495,4931,4871,4882,5249,59799,Winkler
497,4057,3952,4031,4318,49074,Wise
499,2879,2907,2865,3155,35418,Wood
501,5053,4686,5052,5316,60321,Yoakum
503,3594,3628,3336,3906,43392,Young
505,4707,4450,4540,4556,54759,Zapata
507,2247,2310,2223,2464,27732,Zavala
