county,20121,20122,20113,20114,total,county_name
217,3120,3328,3036,2884,37104,Hill
219,4052,3923,3704,3925,46812,Hockley
221,3478,3520,3658,3574,42690,Hood
223,3463,3213,3122,3184,38946,Hopkins
225,4101,3826,3719,3805,46353,Houston
227,3587,3591,3544,3606,42984,Howard
229,2590,2646,2683,2696,31845,Hudspeth
231,3895,3899,4081,4083,47874,Hunt
233,5599,4829,4780,4597,59415,Hutchinson
235,4797,4405,3943,5614,56277,Irion
237,4009,3999,4142,4018,48504,Jack
239,3279,3261,3300,3321,39483,Jackson
241,3410,3154,3248,3171,38949,Jasper
243,3023,2989,3044,3026,36246,Jeff Davis
245,4572,4389,4342,4495,53394,Jefferson
247,2365,2386,2348,2456,28665,Jim Hogg
249,4150,4213,4098,4221,50046,Jim Wells
251,3433,3449,3494,3566,41826,Johnson
253,2675,2713,2710,2934,33096,Jones
255,3104,3283,2952,3279,37854,Karnes
257,3181,3113,3261,3343,38694,Kaufman
259,3743,3878,3747,4017,46155,Kendall
261,4537,4592,4505,4823,55371,Kenedy
263,2278,2332,2362,2653,28875,Kent
265,2928,3117,3066,3103,36642,Kerr
267,2255,2335,2333,2502,28275,Kimble
269,3771,4288,4372,4558,50967,King
271,2462,2603,2571,2661,30891,Kinney
273,2935,2912,2896,2953,35088,Kleberg
275,3011,3224,3044,3057,37008,Knox
277,3163,3246,3262,3290,38883,Lamar
279,2705,2786,2858,2976,33975,Lamb
281,2768,2768,2729,2817,33246,Lampasas
283,4524,4637,4523,5474,57474,La Salle
285,3888,3506,3339,3711,43332,Lavaca
287,3771,3996,3999,4013,47337,Lee
289,3765,3788,3679,3916,45444,Leon
291,3630,3378,3389,3443,41520,Liberty
293,3029,2966,2911,2850,35268,Limestone
295,3058,3252,3185,4934,43287,Lipscomb
297,4487,3857,3753,3964,48183,Live Oak
299,2674,2793,2977,2943,34161,Llano
301,5192,3122,4628,3846,50364,Loving
303,3207,3207,3271,3325,39030,Lubbock
305,2760,2772,2770,2947,33747,Lynn
307,4492,4177,4384,4273,51978,McCulloch
309,3374,3376,3414,3489,40959,McLennan
311,8328,4283,4054,4429,63282,McMullen
313,2875,2924,2866,2970,34905,Madison
315,2296,2240,2280,2273,27267,Marion
317,3655,3559,3345,3945,43512,Martin
319,2346,2435,2359,2551,29073,Mason
321,4492,3975,3857,4190,49542,Matagorda
323,2355,2299,2327,2372,28059,Maverick
325,2731,2787,2729,2850,33291,Medina
327,2250,2260,2215,2270,26985,Menard
329,5670,5259,4932,5417,63834,Midland
331,3430,3367,3325,3419,40623,Milam
333,2332,2473,2432,2486,29169,Mills
335,3002,3419,3620,4074,42345,Mitchell
337,3121,3149,3200,3368,38514,Montague
339,4610,4169,4077,4273,51387,Montgomery
341,4389,3814,3706,4009,47754,Moore
343,4141,4201,4143,4341,50478,Morris
345,2241,2182,2151,2173,26241,Motley
347,3053,2993,3091,3167,36912,Nacogdoches
349,2869,2854,2916,2944,34749,Navarro
351,2531,2545,2692,2729,31491,Newton
353,3085,3082,3120,3174,37383,Nolan
355,3684,3630,3614,3759,44061,Nueces
357,5222,5011,4606,5287,60378,Ochiltree
359,3388,3643,3379,3365,41325,Oldham
361,4231,3993,3999,4062,48855,Orange
363,3131,3156,3109,3271,38001,Palo Pinto
365,4106,3896,4016,4152,48510,Panola
367,3569,3595,3598,3643,43215,Parker
369,2788,2900,3062,2841,34773,Parmer
371,3945,3651,4083,3908,46761,Pecos
373,2952,3019,3024,3210,36615,Polk
375,3703,3525,3638,3720,43758,Potter
377,2562,2756,2487,2523,30984,Presidio
379,2601,2626,2610,2701,31614,Rains
381,3088,3030,3010,3163,36873,Randall
383,4618,4870,4843,4951,57846,Reagan
385,2122,2125,2195,2179,25863,Real
387,2479,2564,2426,2530,29997,Red River
389,3018,3060,3013,3025,36348,Reeves
391,3509,3577,3416,4396,44694,Refugio
393,3102,3035,2828,2995,35880,Roberts
395,3172,3195,3117,3217,38103,Robertson
397,3169,3275,3291,3473,39624,Rockwall
399,2804,2671,2672,2834,32943,Runnels
401,3739,3612,3580,3635,43698,Rusk
403,4020,3019,3484,3092,40845,Sabine
405,2611,2555,2634,2624,31272,San Augustine
407,2818,2970,2874,2952,34842,San Jacinto
409,3829,3826,3748,3759,45486,San Patricio
411,2433,2282,2418,2410,28629,San Saba
413,3624,3855,3607,3720,44418,Schleicher
415,4391,4441,4023,4412,51801,Scurry
417,4145,4482,4078,4171,50628,Shackelford
419,2561,2546,2582,2753,31326,Shelby
421,2954,2953,2988,3264,36477,Sherman
423,3582,3683,3651,3839,44265,Smith
425,5759,4707,4802,5115,61149,Somervell
427,2074,2138,2183,2144,25617,Starr
429,3049,3139,3083,3252,37569,Stephens
431,4018,4352,3670,3946,47958,Sterling
433,3339,3153,3384,3338,39642,Stonewall
435,5761,5275,5209,21430,113025,Sutton
437,2840,2665,2705,2949,33477,Swisher
439,4372,4089,4202,4248,50733,Tarrant
441,3161,3160,3259,3249,38487,Taylor
443,2813,3270,2998,3082,36489,Terrell
445,3302,3324,3339,3590,40665,Terry
447,2419,2584,2349,2540,29676,Throckmorton
449,2911,2915,3045,2954,35475,Titus
451,3276,3139,3284,3313,39036,Tom Green
453,4769,4630,4613,4891,56709,Travis
455,2485,2577,2639,2625,30978,Trinity
457,2885,2882,2875,2878,34560,Tyler
459,2996,3008,3057,3095,36468,Upshur
461,5123,4341,4196,4667,54981,Upton
463,2641,2676,2606,2734,31971,Uvalde
465,2616,2537,2487,2540,30540,Val Verde
467,2754,2777,2809,2967,33921,Van Zandt
469,3686,3649,3585,3763,44049,Victoria
471,3097,3139,3059,3179,37422,Walker
473,3736,3949,3753,4082,46560,Waller
475,5141,4648,4809,5038,58908,Ward
477,3020,3093,3078,3270,37383,Washington
479,2626,2698,2708,2790,32466,Webb
481,3093,3024,3005,3078,36600,Wharton
483,3090,3278,3022,3153,37629,Wheeler
485,3215,3236,3217,3383,39153,Wichita
487,2843,2793,2779,2940,34065,Wilbarger
489,2572,2682,2513,3261,33084,Willacy
491,5621,4118,4320,4229,54864,Williamson
493,2670,2790,2726,2729,32745,Wilson
495,5069,4772,4527,4810,57534,Winkler
497,4090,3942,3978,4077,48261,Wise
499,3125,2897,3153,3461,37908,Wood
501,5353,4932,4761,4860,59718,Yoakum
503,3718,3515,3353,3668,42762,Young
505,4711,4365,4159,4261,52488,Zapata
507,2107,2261,2193,2296,26571,Zavala
